locus_tag,substrate,genome
ASS_PB11_00950,glutamate,Tardiphaga
ASS_PB11_00950,glutamate,Tardiphaga
ASS_PB11_00958,cysteine|propionate|2-hydroxybutyrate|butyrate|lactate|histidine|alanine|pyruvate,Tardiphaga
ASS_PB11_00970,thiamine,Tardiphaga
ASS_PB11_01020,nicotinamide,Tardiphaga
ASS_PB11_01022,potassium|sodium|calcium,Tardiphaga
ASS_PB11_01027,glycerol,Tardiphaga
ASS_PB11_01035,putrescine|spermidine,Tardiphaga
ASS_PB11_01042,iron,Tardiphaga
ASS_PB11_01055,zinc|cupper|cadmium,Tardiphaga
ASS_PB11_01178,nickel,Tardiphaga
ASS_PB11_01241,sodium,Tardiphaga
ASS_PB11_01258,citrate,Tardiphaga
ASS_PB11_01371,glutamine|arginine,Tardiphaga
ASS_PB11_01371,glutamine|arginine,Tardiphaga
ASS_PB11_01371,glutamine|arginine,Tardiphaga
ASS_PB11_01371,glutamine|arginine,Tardiphaga
ASS_PB11_01482,sodium,Tardiphaga
ASS_PB11_01649,arabinose,Tardiphaga
ASS_PB11_01677,iron,Tardiphaga
ASS_PB11_01678,iron,Tardiphaga
ASS_PB11_01688,xanthine,Tardiphaga
ASS_PB11_01696,cytidine,Tardiphaga
ASS_PB11_01708,nitrate,Tardiphaga
ASS_PB11_01716,trehalose|maltose,Tardiphaga
ASS_PB11_01724,urea,Tardiphaga
ASS_PB11_01859,carnitine|crotonobetaine,Tardiphaga
ASS_PB11_01859,carnitine|crotonobetaine,Tardiphaga
ASS_PB11_02020,gamma-aminobutyric acid,Tardiphaga
ASS_PB11_02024,valine|leucine|serine|l-isoleucine|l-threonine|alanine,Tardiphaga
ASS_PB11_02092,folate,Tardiphaga
ASS_PB11_02092,folate,Tardiphaga
ASS_PB11_02101,potassium,Tardiphaga
ASS_PB11_02104,2-dehydro-3-deoxy-d-gluconate,Tardiphaga
ASS_PB11_02303,formate|oxalate,Tardiphaga
ASS_PB11_02362,iron|heme,Tardiphaga
ASS_PB11_02367,sodium,Tardiphaga
ASS_PB11_02369,potassium,Tardiphaga
ASS_PB11_02370,potassium,Tardiphaga
ASS_PB11_02373,putrescine,Tardiphaga
ASS_PB11_02409,arabinose|glucose|mannose|galactose|sucrose|maltose|trehalose|xylose,Tardiphaga
ASS_PB11_02409,arabinose|glucose|mannose|galactose|sucrose|maltose|trehalose|xylose,Tardiphaga
ASS_PB11_02413,trehalose,Tardiphaga
ASS_PB11_02577,iron,Tardiphaga
ASS_PB11_02582,potassium,Tardiphaga
ASS_PB11_02717,potassium,Tardiphaga
ASS_PB11_02943,glutamate,Tardiphaga
ASS_PB11_02943,glutamate,Tardiphaga
ASS_PB11_02993,zinc|chloride|deoxycholate|sulfate|cupper|sodium,Tardiphaga
ASS_PB11_02998,asparagine|glutamate|glutamine,Tardiphaga
ASS_PB11_02998,asparagine|glutamate|glutamine,Tardiphaga
ASS_PB11_03001,glutamate|tyrosine|valine|glutamine|asparagine|l-proline|serine|l-glutamic acid|l-threonine|histidine|alanine|lysine|arginine,Tardiphaga
ASS_PB11_03035,sodium,Tardiphaga
ASS_PB11_03035,sodium,Tardiphaga
ASS_PB11_03154,malate|fumarate|succinate,Tardiphaga
ASS_PB11_03155,biotin,Tardiphaga
ASS_PB11_03181,succinate|citrate,Tardiphaga
ASS_PB11_03181,succinate|citrate,Tardiphaga
ASS_PB11_03181,succinate|citrate,Tardiphaga
ASS_PB11_03181,succinate|citrate,Tardiphaga
ASS_PB11_03192,d-galactonate|gluconate,Tardiphaga
ASS_PB11_03205,glycerol|phosphate|hydrogen|propionate,Tardiphaga
ASS_PB11_03255,chloride|deoxycholate|sulfate|sodium|thiamine,Tardiphaga
ASS_PB11_03257,zinc|deoxycholate|l-cysteine|sulfate|cupper|sodium,Tardiphaga
ASS_PB11_03257,zinc|deoxycholate|l-cysteine|sulfate|cupper|sodium,Tardiphaga
ASS_PB11_03273,zinc|chloride|deoxycholate|sulfate|cupper|sodium|thiamine,Tardiphaga
ASS_PB11_03273,zinc|chloride|deoxycholate|sulfate|cupper|sodium|thiamine,Tardiphaga
ASS_PB11_03273,zinc|chloride|deoxycholate|sulfate|cupper|sodium|thiamine,Tardiphaga
ASS_PB11_03276,arabinose,Tardiphaga
ASS_PB11_03384,sulfate|thiamine|chloride|sodium,Tardiphaga
ASS_PB11_03385,phosphate,Tardiphaga
ASS_PB11_03446,pyrophosphate,Tardiphaga
ASS_PB11_03464,manganese,Tardiphaga
ASS_PB11_03536,maltose,Tardiphaga
ASS_PB11_03536,maltose,Tardiphaga
ASS_PB11_03592,mannose,Tardiphaga
ASS_PB11_03592,mannose,Tardiphaga
ASS_PB11_03628,cyanate,Tardiphaga
ASS_PB11_03716,sodium,Tardiphaga
ASS_PB11_03800,methionine,Tardiphaga
ASS_PB11_03809,thiamine,Tardiphaga
ASS_PB11_03823,iron,Tardiphaga
ASS_PB11_03823,iron,Tardiphaga
ASS_PB11_03823,iron,Tardiphaga
ASS_PB11_03900,zinc,Tardiphaga
ASS_PB11_03936,phosphate|d-fructose,Tardiphaga
ASS_PB11_04129,mannose,Tardiphaga
ASS_PB11_04129,mannose,Tardiphaga
ASS_PB11_04131,arabinose|glucose|xylose|ribose,Tardiphaga
ASS_PB11_04166,iron,Tardiphaga
ASS_PB11_04166,iron,Tardiphaga
ASS_PB11_04236,taurine,Tardiphaga
ASS_PB11_04249,proline|glycine|betaine|l-proline|choline|alanine,Tardiphaga
ASS_PB11_04250,proline|glycine|betaine,Tardiphaga
ASS_PB11_04250,proline|glycine|betaine,Tardiphaga
ASS_PB11_04273,acetate,Tardiphaga
ASS_PB11_04288,sulfate,Tardiphaga
ASS_PB11_04329,l-cysteine|chloride,Tardiphaga
ASS_PB11_04343,heme,Tardiphaga
ASS_PB11_04344,iron|molybdate,Tardiphaga
ASS_PB11_04345,iron,Tardiphaga
ASS_PB11_04429,phosphate,Tardiphaga
ASS_PB11_04437,acetate,Tardiphaga
ASS_PB11_04437,acetate,Tardiphaga
ASS_PB11_04442,chloride,Tardiphaga
ASS_PB11_04457,thiosulfate|sulfate,Tardiphaga
ASS_PB11_04460,thiosulfate|sulfate|sodium,Tardiphaga
ASS_PB11_04501,glucose|xylose,Tardiphaga
ASS_PB11_04531,tyrosine|valine|methionine|leucine|serine|isoleucine|l-threonine|l-isoleucine|phenylalanine|alanine,Tardiphaga
ASS_PB11_04531,tyrosine|valine|methionine|leucine|serine|isoleucine|l-threonine|l-isoleucine|phenylalanine|alanine,Tardiphaga
ASS_PB11_04643,nickel,Tardiphaga
ASS_PB11_04673,betaine|l-proline,Tardiphaga
ASS_PB11_04673,betaine|l-proline,Tardiphaga
ASS_PB11_04720,sulfate,Tardiphaga
ASS_PB11_04759,glutamate|malate|benzoate|acetate|succinate|fumarate|aspartate,Tardiphaga
ASS_PB11_04788,chloride,Tardiphaga
ASS_PB11_04859,lactate|glycolate,Tardiphaga
ASS_PB11_04860,coa,Tardiphaga
ASS_PB11_04874,zinc,Tardiphaga
ASS_PB11_04883,sodium,Tardiphaga
ASS_PB11_04892,sulfate|zinc|chloride|sodium,Tardiphaga
ASS_PB11_04902,iron,Tardiphaga
ASS_PB11_04988,nickel,Tardiphaga
ASS_PB11_04988,nickel,Tardiphaga
ASS_PB11_05122,arabinose|2-oxoglutarate,Tardiphaga
ASS_PB11_05148,sodium,Tardiphaga
ASS_PB11_05149,iron|heme,Tardiphaga
ASS_PB11_05149,iron|heme,Tardiphaga
ASS_PB11_05150,iron,Tardiphaga
ASS_PB11_05151,potassium|ferrichrome,Tardiphaga
ASS_PB11_05186,glycerol|phosphate|trehalose|glucose,Tardiphaga
ASS_PB11_05242,potassium|chloride|sodium|cholate,Tardiphaga
ASS_PB11_05250,sodium,Tardiphaga
ASS_PB11_05266,biotin,Tardiphaga
ASS_PB11_05273,nickel,Tardiphaga
ASS_PB11_05297,phosphate,Tardiphaga
ASS_PB11_05361,fructose,Tardiphaga
ASS_PB11_05437,formate,Tardiphaga
ASS_PB11_05447,valine|leucine|serine|l-isoleucine|l-threonine|alanine,Tardiphaga
ASS_PB11_05471,iron|manganese|zinc,Tardiphaga
ASS_PB11_05503,gamma-aminobutyric acid,Tardiphaga
ASS_PB11_05522,nickel,Tardiphaga
ASS_PB11_05523,l-alanine,Tardiphaga
ASS_PB11_05526,sodium,Tardiphaga
ASS_PB11_05556,chromate,Tardiphaga
ASS_PB11_05577,taurine,Tardiphaga
ASS_PB11_05641,sodium,Tardiphaga
ASS_PB12_00017,lactose|melibiose,Rahnella
ASS_PB12_00030,fructose|d-mannitol,Rahnella
ASS_PB12_00030,fructose|d-mannitol,Rahnella
ASS_PB12_00030,fructose|d-mannitol,Rahnella
ASS_PB12_00047,putrescine|lactose|arabinose|pyridoxal|chloride|potassium|spermidine|sodium|thiamine|melibiose,Rahnella
ASS_PB12_00053,benzoate,Rahnella
ASS_PB12_00069,urea,Rahnella
ASS_PB12_00088,heme,Rahnella
ASS_PB12_00088,heme,Rahnella
ASS_PB12_00111,glutamate|malate|benzoate|acetate|succinate|fumarate|aspartate,Rahnella
ASS_PB12_00161,cellobiose,Rahnella
ASS_PB12_00167,phosphate,Rahnella
ASS_PB12_00167,phosphate,Rahnella
ASS_PB12_00179,cellobiose,Rahnella
ASS_PB12_00184,gluconate,Rahnella
ASS_PB12_00199,l-ascorbate,Rahnella
ASS_PB12_00199,l-ascorbate,Rahnella
ASS_PB12_00212,sodium,Rahnella
ASS_PB12_00284,potassium,Rahnella
ASS_PB12_00284,potassium,Rahnella
ASS_PB12_00284,potassium,Rahnella
ASS_PB12_00342,potassium,Rahnella
ASS_PB12_00354,acetate,Rahnella
ASS_PB12_00374,fumarate|aspartate,Rahnella
ASS_PB12_00388,succinate,Rahnella
ASS_PB12_00390,xanthine,Rahnella
ASS_PB12_00390,xanthine,Rahnella
ASS_PB12_00390,xanthine,Rahnella
ASS_PB12_00453,zinc,Rahnella
ASS_PB12_00493,trehalose,Rahnella
ASS_PB12_00493,trehalose,Rahnella
ASS_PB12_00495,magnesium|nickel,Rahnella
ASS_PB12_00495,magnesium|nickel,Rahnella
ASS_PB12_00515,arabinose|glucose|mannose|galactose|sucrose|maltose|trehalose|xylose,Rahnella
ASS_PB12_00515,arabinose|glucose|mannose|galactose|sucrose|maltose|trehalose|xylose,Rahnella
ASS_PB12_00517,lactose|d-mannitol|maltose|trehalose|maltodextrin|melibiose,Rahnella
ASS_PB12_00526,potassium|ferrichrome,Rahnella
ASS_PB12_00526,potassium|ferrichrome,Rahnella
ASS_PB12_00528,iron,Rahnella
ASS_PB12_00530,iron|fe3,Rahnella
ASS_PB12_00592,methionine,Rahnella
ASS_PB12_00592,methionine,Rahnella
ASS_PB12_00592,methionine,Rahnella
ASS_PB12_00617,sodium,Rahnella
ASS_PB12_00620,d-galactonate,Rahnella
ASS_PB12_00620,d-galactonate,Rahnella
ASS_PB12_00706,arabinose|2-oxoglutarate,Rahnella
ASS_PB12_00706,arabinose|2-oxoglutarate,Rahnella
ASS_PB12_00713,arabinose|deoxycholate|histidine|lysine|arginine,Rahnella
ASS_PB12_00723,proline|glycine|betaine|l-proline|choline|alanine,Rahnella
ASS_PB12_00736,fructose,Rahnella
ASS_PB12_00736,fructose,Rahnella
ASS_PB12_00736,fructose,Rahnella
ASS_PB12_00736,fructose,Rahnella
ASS_PB12_00756,arabinose,Rahnella
ASS_PB12_00756,arabinose,Rahnella
ASS_PB12_00760,zinc|chloride|deoxycholate|sulfate|cupper|sodium,Rahnella
ASS_PB12_00776,arabinose,Rahnella
ASS_PB12_00776,arabinose,Rahnella
ASS_PB12_00780,lactose,Rahnella
ASS_PB12_00864,methionine,Rahnella
ASS_PB12_00888,adenosine|guanosine|inosine|phosphate,Rahnella
ASS_PB12_00888,adenosine|guanosine|inosine|phosphate,Rahnella
ASS_PB12_00898,allantoin,Rahnella
ASS_PB12_00898,allantoin,Rahnella
ASS_PB12_00910,l-proline,Rahnella
ASS_PB12_00981,choline|glycine|betaine,Rahnella
ASS_PB12_00984,folate|cobalt,Rahnella
ASS_PB12_01016,pyruvate,Rahnella
ASS_PB12_01086,deoxycholate|arabinose,Rahnella
ASS_PB12_01105,thiosulfate|sulfate|sodium,Rahnella
ASS_PB12_01110,fructose,Rahnella
ASS_PB12_01110,fructose,Rahnella
ASS_PB12_01110,fructose,Rahnella
ASS_PB12_01113,sulfate,Rahnella
ASS_PB12_01118,sodium,Rahnella
ASS_PB12_01134,iron|manganese|zinc|cobalt|cadmium|nickel,Rahnella
ASS_PB12_01161,nickel,Rahnella
ASS_PB12_01169,potassium,Rahnella
ASS_PB12_01169,potassium,Rahnella
ASS_PB12_01169,potassium,Rahnella
ASS_PB12_01177,iron,Rahnella
ASS_PB12_01202,heme,Rahnella
ASS_PB12_01203,heme,Rahnella
ASS_PB12_01222,glycine,Rahnella
ASS_PB12_01222,glycine,Rahnella
ASS_PB12_01248,histidine|lysine|arginine,Rahnella
ASS_PB12_01257,l-ascorbate,Rahnella
ASS_PB12_01257,l-ascorbate,Rahnella
ASS_PB12_01273,iron,Rahnella
ASS_PB12_01319,l-cysteine|phenylacetate|chloride|cupper,Rahnella
ASS_PB12_01330,nickel,Rahnella
ASS_PB12_01341,arabinose|lactose,Rahnella
ASS_PB12_01344,fructose,Rahnella
ASS_PB12_01344,fructose,Rahnella
ASS_PB12_01344,fructose,Rahnella
ASS_PB12_01348,proline|glycine|tyrosine|asparagine|l-cysteine|l-serine|l-threonine|d-serine|l-alanine|phenylalanine|d-alanine|tryptophan|lysine,Rahnella
ASS_PB12_01360,chloride|sodium,Rahnella
ASS_PB12_01361,glutamine,Rahnella
ASS_PB12_01361,glutamine,Rahnella
ASS_PB12_01361,glutamine,Rahnella
ASS_PB12_01361,glutamine,Rahnella
ASS_PB12_01361,glutamine,Rahnella
ASS_PB12_01361,glutamine,Rahnella
ASS_PB12_01361,glutamine,Rahnella
ASS_PB12_01363,histidine|lysine|arginine,Rahnella
ASS_PB12_01363,histidine|lysine|arginine,Rahnella
ASS_PB12_01382,choline|sodium,Rahnella
ASS_PB12_01412,arabinose|glucose|galactose|xylose,Rahnella
ASS_PB12_01412,arabinose|glucose|galactose|xylose,Rahnella
ASS_PB12_01412,arabinose|glucose|galactose|xylose,Rahnella
ASS_PB12_01412,arabinose|glucose|galactose|xylose,Rahnella
ASS_PB12_01412,arabinose|glucose|galactose|xylose,Rahnella
ASS_PB12_01421,arginine,Rahnella
ASS_PB12_01439,cysteine,Rahnella
ASS_PB12_01482,hydrogen peroxide,Rahnella
ASS_PB12_01482,hydrogen peroxide,Rahnella
ASS_PB12_01482,hydrogen peroxide,Rahnella
ASS_PB12_01482,hydrogen peroxide,Rahnella
ASS_PB12_01490,taurine,Rahnella
ASS_PB12_01522,iron,Rahnella
ASS_PB12_01523,sulfate,Rahnella
ASS_PB12_01528,sodium,Rahnella
ASS_PB12_01535,putrescine,Rahnella
ASS_PB12_01542,glucose|maltose|sucrose,Rahnella
ASS_PB12_01542,glucose|maltose|sucrose,Rahnella
ASS_PB12_01544,stachyose|glucose|mannose|sucrose|maltotetraose|maltose|raffinose|trehalose,Rahnella
ASS_PB12_01544,stachyose|glucose|mannose|sucrose|maltotetraose|maltose|raffinose|trehalose,Rahnella
ASS_PB12_01545,maltose|maltodextrin,Rahnella
ASS_PB12_01572,potassium,Rahnella
ASS_PB12_01619,glutamine,Rahnella
ASS_PB12_01642,salicin,Rahnella
ASS_PB12_01642,salicin,Rahnella
ASS_PB12_01642,salicin,Rahnella
ASS_PB12_01644,glycerol,Rahnella
ASS_PB12_01646,asparagine,Rahnella
ASS_PB12_01653,betaine|l-proline,Rahnella
ASS_PB12_01653,betaine|l-proline,Rahnella
ASS_PB12_01693,sodium,Rahnella
ASS_PB12_01713,l-methionine,Rahnella
ASS_PB12_01713,l-methionine,Rahnella
ASS_PB12_01729,sodium,Rahnella
ASS_PB12_01748,acetic acid,Rahnella
ASS_PB12_01761,xylose,Rahnella
ASS_PB12_01761,xylose,Rahnella
ASS_PB12_01761,xylose,Rahnella
ASS_PB12_01761,xylose,Rahnella
ASS_PB12_01761,xylose,Rahnella
ASS_PB12_01766,cellobiose,Rahnella
ASS_PB12_01769,citrate,Rahnella
ASS_PB12_01790,putrescine,Rahnella
ASS_PB12_01790,putrescine,Rahnella
ASS_PB12_01820,sodium,Rahnella
ASS_PB12_01841,nickel|cobalt,Rahnella
ASS_PB12_01841,nickel|cobalt,Rahnella
ASS_PB12_01841,nickel|cobalt,Rahnella
ASS_PB12_01841,nickel|cobalt,Rahnella
ASS_PB12_01841,nickel|cobalt,Rahnella
ASS_PB12_01841,nickel|cobalt,Rahnella
ASS_PB12_01843,proline,Rahnella
ASS_PB12_01846,iron,Rahnella
ASS_PB12_01849,potassium|sodium|calcium,Rahnella
ASS_PB12_01860,chloride,Rahnella
ASS_PB12_01869,iron|heme,Rahnella
ASS_PB12_01873,maltose,Rahnella
ASS_PB12_01873,maltose,Rahnella
ASS_PB12_01873,maltose,Rahnella
ASS_PB12_01873,maltose,Rahnella
ASS_PB12_01873,maltose,Rahnella
ASS_PB12_01873,maltose,Rahnella
ASS_PB12_01887,nickel,Rahnella
ASS_PB12_01891,rhamnose,Rahnella
ASS_PB12_01891,rhamnose,Rahnella
ASS_PB12_01891,rhamnose,Rahnella
ASS_PB12_01891,rhamnose,Rahnella
ASS_PB12_01896,salicin|cellobiose,Rahnella
ASS_PB12_01896,salicin|cellobiose,Rahnella
ASS_PB12_01896,salicin|cellobiose,Rahnella
ASS_PB12_01896,salicin|cellobiose,Rahnella
ASS_PB12_01896,salicin|cellobiose,Rahnella
ASS_PB12_01908,nitrate,Rahnella
ASS_PB12_01932,sodium|nitrate|nitrite,Rahnella
ASS_PB12_01934,nickel|cobalt,Rahnella
ASS_PB12_01942,iron,Rahnella
ASS_PB12_01944,sodium,Rahnella
ASS_PB12_01948,arabinose|chloride,Rahnella
ASS_PB12_01955,thiosulfate|sulfate,Rahnella
ASS_PB12_01959,arabinose|glucose|xylose|ribose,Rahnella
ASS_PB12_01959,arabinose|glucose|xylose|ribose,Rahnella
ASS_PB12_01969,cellulose,Rahnella
ASS_PB12_01969,cellulose,Rahnella
ASS_PB12_01981,sodium,Rahnella
ASS_PB12_01984,maltose,Rahnella
ASS_PB12_01984,maltose,Rahnella
ASS_PB12_01990,guanosine,Rahnella
ASS_PB12_01994,biotin,Rahnella
ASS_PB12_01997,trehalose|maltose,Rahnella
ASS_PB12_01997,trehalose|maltose,Rahnella
ASS_PB12_02010,iron,Rahnella
ASS_PB12_02024,phosphate,Rahnella
ASS_PB12_02041,formate|oxalate,Rahnella
ASS_PB12_02057,nadp,Rahnella
ASS_PB12_02072,sulfate,Rahnella
ASS_PB12_02088,fumarate,Rahnella
ASS_PB12_02153,choline,Rahnella
ASS_PB12_02153,choline,Rahnella
ASS_PB12_02204,sodium,Rahnella
ASS_PB12_02216,coa,Rahnella
ASS_PB12_02232,iron|manganese|zinc,Rahnella
ASS_PB12_02233,zinc,Rahnella
ASS_PB12_02262,zinc|cadmium,Rahnella
ASS_PB12_02273,cupper,Rahnella
ASS_PB12_02287,maltose|sucrose,Rahnella
ASS_PB12_02293,potassium,Rahnella
ASS_PB12_02306,glycerol,Rahnella
ASS_PB12_02334,2-dehydro-3-deoxy-d-gluconate,Rahnella
ASS_PB12_02381,mannose,Rahnella
ASS_PB12_02381,mannose,Rahnella
ASS_PB12_02381,mannose,Rahnella
ASS_PB12_02385,glycine|l-threonine|l-serine|l-alanine,Rahnella
ASS_PB12_02396,nickel,Rahnella
ASS_PB12_02396,nickel,Rahnella
ASS_PB12_02396,nickel,Rahnella
ASS_PB12_02396,nickel,Rahnella
ASS_PB12_02396,nickel,Rahnella
ASS_PB12_02396,nickel,Rahnella
ASS_PB12_02400,nickel,Rahnella
ASS_PB12_02406,spermidine|4-hydroxybenzoate|benzoate|acetate,Rahnella
ASS_PB12_02419,nickel|l-alanine,Rahnella
ASS_PB12_02463,gamma-aminobutyric acid,Rahnella
ASS_PB12_02513,chloride|deoxycholate|cupper|citrate|nickel|sodium,Rahnella
ASS_PB12_02535,heme,Rahnella
ASS_PB12_02536,iron,Rahnella
ASS_PB12_02543,phosphate|arabinose,Rahnella
ASS_PB12_02551,cyanocob(iii)alamin,Rahnella
ASS_PB12_02571,riboflavin,Rahnella
ASS_PB12_02571,riboflavin,Rahnella
ASS_PB12_02606,glucose|fructose|n-acetylgalactosamine|mannose|d-glucosamine|d-fructose|d-gluconic acid,Rahnella
ASS_PB12_02606,glucose|fructose|n-acetylgalactosamine|mannose|d-glucosamine|d-fructose|d-gluconic acid,Rahnella
ASS_PB12_02607,mannose,Rahnella
ASS_PB12_02607,mannose,Rahnella
ASS_PB12_02608,glucosamine|fructose|glucose|n-acetyl-d-glucosamine|mannose|d-glucosamine|d-fructose|ribitol,Rahnella
ASS_PB12_02658,turanose|glucose|maltose|d-glucosamine,Rahnella
ASS_PB12_02658,turanose|glucose|maltose|d-glucosamine,Rahnella
ASS_PB12_02658,turanose|glucose|maltose|d-glucosamine,Rahnella
ASS_PB12_02658,turanose|glucose|maltose|d-glucosamine,Rahnella
ASS_PB12_02730,glycine|d-alanine|d-serine|serine,Rahnella
ASS_PB12_02768,choline|glycine|betaine|l-proline,Rahnella
ASS_PB12_02770,choline|glycine|betaine,Rahnella
ASS_PB12_02787,iron,Rahnella
ASS_PB12_02803,potassium|arabinose,Rahnella
ASS_PB12_02833,molybdate,Rahnella
ASS_PB12_02848,zinc|cadmium,Rahnella
ASS_PB12_02859,sodium,Rahnella
ASS_PB12_02869,iron|succinate,Rahnella
ASS_PB12_02889,potassium,Rahnella
ASS_PB12_02904,d-glucosamine,Rahnella
ASS_PB12_02904,d-glucosamine,Rahnella
ASS_PB12_02904,d-glucosamine,Rahnella
ASS_PB12_02922,glutamate,Rahnella
ASS_PB12_02925,l-glutamic acid|glutamine,Rahnella
ASS_PB12_02925,l-glutamic acid|glutamine,Rahnella
ASS_PB12_02925,l-glutamic acid|glutamine,Rahnella
ASS_PB12_02925,l-glutamic acid|glutamine,Rahnella
ASS_PB12_02925,l-glutamic acid|glutamine,Rahnella
ASS_PB12_02925,l-glutamic acid|glutamine,Rahnella
ASS_PB12_02925,l-glutamic acid|glutamine,Rahnella
ASS_PB12_02943,lysine,Rahnella
ASS_PB12_02943,lysine,Rahnella
ASS_PB12_02943,lysine,Rahnella
ASS_PB12_02943,lysine,Rahnella
ASS_PB12_02943,lysine,Rahnella
ASS_PB12_02943,lysine,Rahnella
ASS_PB12_02950,chloride,Rahnella
ASS_PB12_02969,arabinose|glucose|glucosamine|gluconate|arsenite|inositol|xylose,Rahnella
ASS_PB12_02969,arabinose|glucose|glucosamine|gluconate|arsenite|inositol|xylose,Rahnella
ASS_PB12_02969,arabinose|glucose|glucosamine|gluconate|arsenite|inositol|xylose,Rahnella
ASS_PB12_03001,zinc|deoxycholate|l-cysteine|sulfate|cupper|sodium,Rahnella
ASS_PB12_03021,uracil,Rahnella
ASS_PB12_03021,uracil,Rahnella
ASS_PB12_03039,l-cysteine,Rahnella
ASS_PB12_03049,cupper,Rahnella
ASS_PB12_03069,potassium|chloride,Rahnella
ASS_PB12_03069,potassium|chloride,Rahnella
ASS_PB12_03072,zinc|chloride|deoxycholate|sulfate|cupper|sodium|thiamine,Rahnella
ASS_PB12_03076,manganese|zinc,Rahnella
ASS_PB12_03076,manganese|zinc,Rahnella
ASS_PB12_03087,ammonia,Rahnella
ASS_PB12_03137,proline,Rahnella
ASS_PB12_03137,proline,Rahnella
ASS_PB12_03138,sodium,Rahnella
ASS_PB12_03207,arabitol,Rahnella
ASS_PB12_03243,histidine|lysine|arginine,Rahnella
ASS_PB12_03245,lactose|maltose|sucrose|melibiose,Rahnella
ASS_PB12_03270,glycerol|arabinose|glucose|fructose|lactose|galactose|mannose|inositol|maltose|galacturonate|trehalose|xylose,Rahnella
ASS_PB12_03270,glycerol|arabinose|glucose|fructose|lactose|galactose|mannose|inositol|maltose|galacturonate|trehalose|xylose,Rahnella
ASS_PB12_03270,glycerol|arabinose|glucose|fructose|lactose|galactose|mannose|inositol|maltose|galacturonate|trehalose|xylose,Rahnella
ASS_PB12_03270,glycerol|arabinose|glucose|fructose|lactose|galactose|mannose|inositol|maltose|galacturonate|trehalose|xylose,Rahnella
ASS_PB12_03319,manganese|calcium,Rahnella
ASS_PB12_03333,putrescine|tyrosine|d-serine|l-methionine|l-alanine|phenylalanine|histidine|d-alanine|tryptophan|lysine|arginine,Rahnella
ASS_PB12_03361,d-glucarate,Rahnella
ASS_PB12_03361,d-glucarate,Rahnella
ASS_PB12_03369,chloride,Rahnella
ASS_PB12_03371,iron,Rahnella
ASS_PB12_03373,cyanocob(iii)alamin,Rahnella
ASS_PB12_03389,sodium,Rahnella
ASS_PB12_03400,sorbitol,Rahnella
ASS_PB12_03400,sorbitol,Rahnella
ASS_PB12_03427,tyrosine|phenylalanine|tryptophan,Rahnella
ASS_PB12_03428,xylose,Rahnella
ASS_PB12_03469,lactose|glucose|maltose|cellobiose,Rahnella
ASS_PB12_03472,thiamine,Rahnella
ASS_PB12_03473,thiamine,Rahnella
ASS_PB12_03489,potassium,Rahnella
ASS_PB12_03489,potassium,Rahnella
ASS_PB12_03489,potassium,Rahnella
ASS_PB12_03503,sodium,Rahnella
ASS_PB12_03506,acetate|succinate,Rahnella
ASS_PB12_03510,alanine|glycine,Rahnella
ASS_PB12_03523,magnesium|potassium|sodium|calcium,Rahnella
ASS_PB12_03556,l-rhamnose,Rahnella
ASS_PB12_03568,serine,Rahnella
ASS_PB12_03640,glutamate|phosphate|cysteine|gtp|potassium|galacturonate|sodium|glucuronate,Rahnella
ASS_PB12_03640,glutamate|phosphate|cysteine|gtp|potassium|galacturonate|sodium|glucuronate,Rahnella
ASS_PB12_03670,n-acetylneuraminate|sialic acid,Rahnella
ASS_PB12_03670,n-acetylneuraminate|sialic acid,Rahnella
ASS_PB12_03674,chloride,Rahnella
ASS_PB12_03688,calcium,Rahnella
ASS_PB12_03716,glutamate|aspartate,Rahnella
ASS_PB12_03718,4-hydroxybenzoate,Rahnella
ASS_PB12_03733,sodium,Rahnella
ASS_PB12_03736,pantothenate,Rahnella
ASS_PB12_03745,glutamate|tyrosine|valine|glutamine|asparagine|l-proline|serine|l-glutamic acid|l-threonine|histidine|alanine|lysine|arginine,Rahnella
ASS_PB12_03747,asparagine|glutamate|aspartate|glutamine,Rahnella
ASS_PB12_03747,asparagine|glutamate|aspartate|glutamine,Rahnella
ASS_PB12_03747,asparagine|glutamate|aspartate|glutamine,Rahnella
ASS_PB12_03747,asparagine|glutamate|aspartate|glutamine,Rahnella
ASS_PB12_03747,asparagine|glutamate|aspartate|glutamine,Rahnella
ASS_PB12_03747,asparagine|glutamate|aspartate|glutamine,Rahnella
ASS_PB12_03751,potassium|sodium,Rahnella
ASS_PB12_03752,xanthine,Rahnella
ASS_PB12_03758,iron|molybdate,Rahnella
ASS_PB12_03783,sulfoquinovose,Rahnella
ASS_PB12_03784,"2,3-dihydroxypropane-1-sulfonate",Rahnella
ASS_PB12_03813,sodium,Rahnella
ASS_PB12_03814,phosphate,Rahnella
